Vernier Format 2
1.8.txt 11/18/113 3:23:14
Run 1
Time	Position	Velocity	Acceleration	
T	P	V	A	
s	m	m/s	m/s^2	

0.00	0.315	-0.038	-0.033	
0.03	0.313	-0.040	-0.001	
0.07	0.312	-0.040	0.048	
0.10	0.311	-0.037	0.093	
0.13	0.309	-0.034	0.154	
0.17	0.308	-0.027	0.230	
0.20	0.307	-0.018	0.274	
0.23	0.307	-0.008	0.274	
0.27	0.307	0.002	0.225	
0.30	0.307	0.007	0.189	
0.33	0.307	0.011	0.248	
0.37	0.308	0.022	0.339	
0.40	0.309	0.037	0.344	
0.43	0.310	0.049	0.243	
0.47	0.312	0.054	0.092	
0.50	0.314	0.055	-0.057	
0.53	0.316	0.050	-0.179	
0.57	0.318	0.041	-0.256	
0.60	0.319	0.032	-0.303	
0.63	0.320	0.021	-0.323	
0.67	0.320	0.009	-0.301	
0.70	0.320	0.000	-0.272	
0.73	0.320	-0.008	-0.267	
0.77	0.320	-0.017	-0.284	
0.80	0.319	-0.028	-0.262	
0.83	0.318	-0.037	-0.226	
0.87	0.317	-0.043	-0.151	
0.90	0.315	-0.047	-0.066	
0.93	0.313	-0.048	0.025	
0.97	0.312	-0.045	0.103	
1.00	0.310	-0.040	0.168	
1.03	0.309	-0.034	0.218	
1.07	0.308	-0.026	0.273	
1.10	0.307	-0.015	0.313	
1.13	0.307	-0.004	0.294	
1.17	0.307	0.006	0.235	
1.20	0.307	0.012	0.189	
1.23	0.308	0.016	0.219	
1.27	0.308	0.025	0.286	
1.30	0.309	0.037	0.285	
1.33	0.311	0.047	0.195	
1.37	0.313	0.051	0.054	
1.40	0.315	0.050	-0.092	
1.43	0.316	0.045	-0.214	
1.47	0.318	0.036	-0.309	
1.50	0.319	0.021	-0.311	
1.53	0.319	0.012	-0.234	
1.57	0.319	0.007	-0.182	
1.60	0.319	0.001	-0.164	
1.63	0.319	-0.003	-0.181	
1.67	0.319	-0.010	-0.238	
1.70	0.319	-0.019	-0.286	
1.73	0.318	-0.031	-0.259	
1.77	0.317	-0.039	-0.167	
1.80	0.315	-0.041	-0.090	
1.83	0.314	-0.044	-0.040	
1.87	0.312	-0.045	0.020	
1.90	0.311	-0.043	0.095	
1.93	0.309	-0.038	0.165	
1.97	0.308	-0.032	0.238	
2.00	0.307	-0.022	0.297	
2.03	0.307	-0.011	0.305	
2.07	0.306	0.000	0.262	
2.10	0.307	0.007	0.226	
2.13	0.307	0.012	0.279	
2.17	0.307	0.024	0.358	
2.20	0.309	0.039	0.345	
2.23	0.310	0.050	0.243	
2.27	0.312	0.056	0.091	
2.30	0.314	0.056	-0.075	
2.33	0.316	0.050	-0.205	
2.37	0.317	0.041	-0.279	
2.40	0.319	0.031	-0.314	
2.43	0.320	0.020	-0.330	
2.47	0.320	0.008	-0.318	
2.50	0.320	-0.003	-0.265	
2.53	0.320	-0.010	-0.215	
2.57	0.319	-0.015	-0.224	
2.60	0.319	-0.024	-0.247	
2.63	0.318	-0.034	-0.210	
2.67	0.316	-0.039	-0.124	
2.70	0.315	-0.041	-0.049	
2.73	0.314	-0.042	0.012	
2.77	0.312	-0.040	0.066	
2.80	0.311	-0.037	0.098	
2.83	0.310	-0.034	0.146	
2.87	0.309	-0.029	0.224	
2.90	0.308	-0.018	0.271	
2.93	0.307	-0.009	0.257	
2.97	0.307	-0.001	0.220	
3.00	0.307	0.006	0.189	
3.03	0.308	0.010	0.219	
3.07	0.308	0.018	0.306	
3.10	0.309	0.032	0.335	
3.13	0.310	0.044	0.259	
3.17	0.312	0.051	0.120	
3.20	0.314	0.052	-0.026	
3.23	0.315	0.048	-0.137	
3.27	0.317	0.042	-0.217	
3.30	0.318	0.033	-0.268	
3.33	0.319	0.023	-0.278	
3.37	0.320	0.014	-0.259	
3.40	0.320	0.006	-0.236	
3.43	0.320	-0.001	-0.249	
3.47	0.320	-0.009	-0.297	
3.50	0.320	-0.021	-0.327	
3.53	0.319	-0.034	-0.282	
3.57	0.317	-0.042	-0.179	
3.60	0.316	-0.045	-0.080	
3.63	0.314	-0.046	-0.011	
3.67	0.313	-0.046	0.043	
3.70	0.311	-0.043	0.103	
3.73	0.310	-0.039	0.182	
3.77	0.308	-0.032	0.272	
3.80	0.307	-0.020	0.326	
3.83	0.307	-0.008	0.318	
3.87	0.307	0.003	0.257	
3.90	0.307	0.009	0.201	
3.93	0.308	0.013	0.227	
3.97	0.308	0.022	0.299	
4.00	0.309	0.035	0.308	
4.03	0.310	0.046	0.221	
4.07	0.312	0.051	0.079	
4.10	0.314	0.051	-0.054	
4.13	0.316	0.047	-0.163	
4.17	0.317	0.040	-0.253	
4.20	0.318	0.029	-0.299	
4.23	0.319	0.018	-0.301	
4.27	0.320	0.009	-0.290	
4.30	0.320	-0.002	-0.238	
4.33	0.319	-0.008	-0.165	
4.37	0.319	-0.010	-0.168	
4.40	0.319	-0.017	-0.225	
4.43	0.318	-0.027	-0.233	
4.47	0.317	-0.036	-0.165	
4.50	0.316	-0.038	-0.089	
4.53	0.314	-0.040	-0.056	
4.57	0.313	-0.042	-0.018	
4.60	0.311	-0.042	0.051	
4.63	0.310	-0.039	0.123	
4.67	0.309	-0.034	0.209	
4.70	0.308	-0.026	0.325	
4.73	0.307	-0.012	0.389	
4.77	0.307	0.003	0.344	
4.80	0.307	0.020	0.091	
4.83	0.309	0.006	-0.056	
4.87	0.307	-0.002	0.263	
4.90	0.308	0.027	0.509	
4.93	0.309	0.046	0.399	
4.97	0.311	0.055	0.192	
5.00	0.313	0.057	-0.007	
5.03	0.315	0.054	-0.167	
5.07	0.317	0.044	-0.262	
5.10	0.318	0.034	-0.291	
5.13	0.319	0.025	-0.304	
5.17	0.320	0.013	-0.300	
5.20	0.320	0.004	-0.272	
5.23	0.320	-0.005	-0.249	
5.27	0.320	-0.012	-0.258	
